Sub,Date,Press,Trial,ItemPressed,CorrectItem,Progress,PressAccuracy,TrialAccuracy,RT,SessionTime,TotalTime,ListNum,ListPics,ItemsInList,NumLists,CorrectionProcedure,ex1,ex2,ex3,ListType,PortPressed,CorrectPort,PicturePressed,Chamber,TrialsPerSession,TO,ITI,Label,Ports Used
Benedict,2011.03.08,85,40,B,B,-,1,bl,0.6166667,544.5833,09:09,1,0627 0647 0667 0687,4,1,off,-,-,-,-,12,12,sc.0647,Chamber 3,40,4,2,-,9
Benedict,2011.03.08,86,40,C,C,-,1,bl,0.4833333,545.0667,09:09,1,0627 0647 0667 0687,4,1,off,-,-,-,-,11,11,sc.0667,Chamber 3,40,4,2,-,9
Benedict,2011.03.08,87,40,D,D,ABCD,1,1,1.583333,546.65,09:09,1,0627 0647 0667 0687,4,1,off,-,-,-,-,13,13,sc.0687,Chamber 3,40,4,2,-,9
Benedict,2012.03.08,1,1,B,A,B,0,0,1.85,7.583333,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,1,4,sc.20511,Chamber 3,40,4,2,-,4
Benedict,2012.03.08,2,2,B,A,B,0,0,0.7333333,15.28333,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,9,10,sc.20511,Chamber 3,40,4,2,-,10
Benedict,2012.03.08,3,3,C,A,C,0,0,2.7,24.95,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,5,0,sc.20511,Chamber 3,40,4,2,-,0
Benedict,2012.03.08,4,4,D,A,D,0,0,2.383333,34.01667,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,10,4,sc.20511,Chamber 3,40,4,2,-,4
Benedict,2012.03.08,5,5,D,A,D,0,0,2.15,44.4,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,1,15,sc.20511,Chamber 3,40,4,2,-,15
Benedict,2012.03.08,6,6,C,A,C,0,0,2.55,53.76667,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,3,1,sc.20511,Chamber 3,40,4,2,-,1
Benedict,2012.03.08,7,7,A,A,-,1,bl,1.8,62.33333,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,4,4,sc.20511,Chamber 3,40,4,2,-,4
Benedict,2012.03.08,8,7,D,B,AD,0,0,1.116667,63.43333,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,7,5,sc.20513,Chamber 3,40,4,2,-,4
Benedict,2012.03.08,9,8,A,A,-,1,bl,2.433333,73.15,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,15,15,sc.20511,Chamber 3,40,4,2,-,15
Benedict,2012.03.08,10,8,D,B,AD,0,0,0.8666667,74.01667,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,13,14,sc.20513,Chamber 3,40,4,2,-,15
Benedict,2012.03.08,11,9,B,A,B,0,0,1.55,83.7,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,0,14,sc.20511,Chamber 3,40,4,2,-,14
Benedict,2012.03.08,12,10,A,A,-,1,bl,1.566667,94.88333,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,8,8,sc.20511,Chamber 3,40,4,2,-,8
Benedict,2012.03.08,13,10,C,B,AC,0,0,0.9333333,95.81667,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,13,9,sc.20513,Chamber 3,40,4,2,-,8
Benedict,2012.03.08,14,11,A,A,-,1,bl,1.716667,104.45,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,14,14,sc.20511,Chamber 3,40,4,2,-,14
Benedict,2012.03.08,15,11,C,B,AC,0,0,1.016667,105.4667,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,2,15,sc.20513,Chamber 3,40,4,2,-,14
Benedict,2012.03.08,16,12,A,A,-,1,bl,1.75,115.85,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,4,4,sc.20511,Chamber 3,40,4,2,-,4
Benedict,2012.03.08,17,12,B,B,-,1,bl,0.7666667,116.6167,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,10,10,sc.20513,Chamber 3,40,4,2,-,4
Benedict,2012.03.08,18,12,D,C,ABD,0,0,0.9333333,117.55,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,15,9,sc.20515,Chamber 3,40,4,2,-,4
Benedict,2012.03.08,19,13,A,A,-,1,bl,1.383333,125.5833,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,1,1,sc.20511,Chamber 3,40,4,2,-,1
Benedict,2012.03.08,20,13,B,B,-,1,bl,0.9833333,126.5667,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,11,11,sc.20513,Chamber 3,40,4,2,-,1
Benedict,2012.03.08,21,13,D,C,ABD,0,0,1.55,128.1167,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,5,9,sc.20515,Chamber 3,40,4,2,-,1
Benedict,2012.03.08,22,14,A,A,-,1,bl,1.833333,136.4333,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,4,4,sc.20511,Chamber 3,40,4,2,-,4
Benedict,2012.03.08,23,14,B,B,-,1,bl,1.883333,138.3167,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,0,0,sc.20513,Chamber 3,40,4,2,-,4
Benedict,2012.03.08,24,14,D,C,ABD,0,0,0.3833333,138.7,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,3,12,sc.20515,Chamber 3,40,4,2,-,4
Benedict,2012.03.08,25,15,A,A,-,1,bl,1.8,147.6833,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,5,5,sc.20511,Chamber 3,40,4,2,-,5
Benedict,2012.03.08,26,15,B,B,-,1,bl,0.4,148.0833,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,9,9,sc.20513,Chamber 3,40,4,2,-,5
Benedict,2012.03.08,27,15,D,C,ABD,0,0,2.2,150.2833,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,14,6,sc.20515,Chamber 3,40,4,2,-,5
Benedict,2012.03.08,28,16,A,A,-,1,bl,1.85,158.7667,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,2,2,sc.20511,Chamber 3,40,4,2,-,2
Benedict,2012.03.08,29,16,B,B,-,1,bl,0.55,159.3167,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,9,9,sc.20513,Chamber 3,40,4,2,-,2
Benedict,2012.03.08,30,16,C,C,-,1,bl,0.7333333,160.05,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,6,6,sc.20515,Chamber 3,40,4,2,-,2
Benedict,2012.03.08,31,16,D,D,ABCD,1,1,0.5666667,160.6167,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,10,10,sc.20517,Chamber 3,40,4,2,-,2
Benedict,2012.03.08,32,17,A,A,-,1,bl,2.833333,167.55,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,2,2,sc.20511,Chamber 3,40,4,2,-,2
Benedict,2012.03.08,33,17,B,B,-,1,bl,2.666667,170.2167,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,3,3,sc.20513,Chamber 3,40,4,2,-,2
Benedict,2012.03.08,34,17,D,C,ABD,0,0,1.316667,171.5333,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,4,9,sc.20515,Chamber 3,40,4,2,-,2
Benedict,2012.03.08,35,18,B,A,B,0,0,3.233333,181.2833,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,2,14,sc.20511,Chamber 3,40,4,2,-,14
Benedict,2012.03.08,36,19,A,A,-,1,bl,1.633333,189.4333,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,0,0,sc.20511,Chamber 3,40,4,2,-,0
Benedict,2012.03.08,37,19,B,B,-,1,bl,0.8,190.2333,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,13,13,sc.20513,Chamber 3,40,4,2,-,0
Benedict,2012.03.08,38,19,C,C,-,1,bl,0.65,190.8833,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,11,11,sc.20515,Chamber 3,40,4,2,-,0
Benedict,2012.03.08,39,19,D,D,ABCD,1,1,0.6833333,191.5667,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,5,5,sc.20517,Chamber 3,40,4,2,-,0
Benedict,2012.03.08,40,20,A,A,-,1,bl,0.75,196.2167,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,9,9,sc.20511,Chamber 3,40,4,2,-,9
Benedict,2012.03.08,41,20,B,B,-,1,bl,2.05,198.2667,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,11,11,sc.20513,Chamber 3,40,4,2,-,9
Benedict,2012.03.08,42,20,A,C,ABA,0,0,2.383333,200.65,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,9,1,sc.20515,Chamber 3,40,4,2,-,9
Benedict,2012.03.08,43,21,A,A,-,1,bl,1.716667,208.9833,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,3,3,sc.20511,Chamber 3,40,4,2,-,3
Benedict,2012.03.08,44,21,B,B,-,1,bl,0.8,209.7833,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,7,7,sc.20513,Chamber 3,40,4,2,-,3
Benedict,2012.03.08,45,21,C,C,-,1,bl,1.116667,210.9,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,0,0,sc.20515,Chamber 3,40,4,2,-,3
Benedict,2012.03.08,46,21,D,D,ABCD,1,1,1.15,212.05,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,12,12,sc.20517,Chamber 3,40,4,2,-,3
Benedict,2012.03.08,47,22,A,A,-,1,bl,2.566667,219.0333,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,2,2,sc.20511,Chamber 3,40,4,2,-,2
Benedict,2012.03.08,48,22,B,B,-,1,bl,0.4166667,219.45,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,5,5,sc.20513,Chamber 3,40,4,2,-,2
Benedict,2012.03.08,49,22,C,C,-,1,bl,0.8,220.25,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,4,4,sc.20515,Chamber 3,40,4,2,-,2
Benedict,2012.03.08,50,22,D,D,ABCD,1,1,0.3166667,220.5667,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,12,12,sc.20517,Chamber 3,40,4,2,-,2
Benedict,2012.03.08,51,23,B,A,B,0,0,3.483333,228.3167,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,2,12,sc.20511,Chamber 3,40,4,2,-,12
Benedict,2012.03.08,52,24,C,A,C,0,0,1.9,236.8667,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,13,10,sc.20511,Chamber 3,40,4,2,-,10
Benedict,2012.03.08,53,25,A,A,-,1,bl,1.583333,245.1167,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,0,0,sc.20511,Chamber 3,40,4,2,-,0
Benedict,2012.03.08,54,25,B,B,-,1,bl,1.216667,246.3333,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,10,10,sc.20513,Chamber 3,40,4,2,-,0
Benedict,2012.03.08,55,25,C,C,-,1,bl,0.75,247.0833,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,4,4,sc.20515,Chamber 3,40,4,2,-,0
Benedict,2012.03.08,56,25,D,D,ABCD,1,1,0.5166667,247.6,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,3,3,sc.20517,Chamber 3,40,4,2,-,0
Benedict,2012.03.08,57,26,B,A,B,0,0,3.65,255.0333,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,15,5,sc.20511,Chamber 3,40,4,2,-,5
Benedict,2012.03.08,58,27,C,A,C,0,0,2.183333,263.9,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,8,13,sc.20511,Chamber 3,40,4,2,-,13
Benedict,2012.03.08,59,28,A,A,-,1,bl,1.883333,274.75,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,8,8,sc.20511,Chamber 3,40,4,2,-,8
Benedict,2012.03.08,60,28,B,B,-,1,bl,0.35,275.1,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,12,12,sc.20513,Chamber 3,40,4,2,-,8
Benedict,2012.03.08,61,28,D,C,ABD,0,0,1.45,276.55,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,6,0,sc.20515,Chamber 3,40,4,2,-,8
Benedict,2012.03.08,62,29,A,A,-,1,bl,1.166667,285.4167,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,11,11,sc.20511,Chamber 3,40,4,2,-,11
Benedict,2012.03.08,63,29,B,B,-,1,bl,1,286.4167,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,1,1,sc.20513,Chamber 3,40,4,2,-,11
Benedict,2012.03.08,64,29,C,C,-,1,bl,0.8333333,287.25,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,2,2,sc.20515,Chamber 3,40,4,2,-,11
Benedict,2012.03.08,65,29,D,D,ABCD,1,1,0.3666667,287.6167,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,9,9,sc.20517,Chamber 3,40,4,2,-,11
Benedict,2012.03.08,66,30,A,A,-,1,bl,2.333333,293.9667,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,2,2,sc.20511,Chamber 3,40,4,2,-,2
Benedict,2012.03.08,67,30,B,B,-,1,bl,0.4166667,294.3833,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,6,6,sc.20513,Chamber 3,40,4,2,-,2
Benedict,2012.03.08,68,30,C,C,-,1,bl,1.316667,295.7,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,3,3,sc.20515,Chamber 3,40,4,2,-,2
Benedict,2012.03.08,69,30,D,D,ABCD,1,1,0.45,296.15,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,15,15,sc.20517,Chamber 3,40,4,2,-,2
Benedict,2012.03.08,70,31,A,A,-,1,bl,2.35,302.05,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,5,5,sc.20511,Chamber 3,40,4,2,-,5
Benedict,2012.03.08,71,31,C,B,AC,0,0,0.9166667,302.9667,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,10,8,sc.20513,Chamber 3,40,4,2,-,5
Benedict,2012.03.08,72,32,C,A,C,0,0,0.4166667,310.2333,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,10,5,sc.20511,Chamber 3,40,4,2,-,5
Benedict,2012.03.08,73,33,A,A,-,1,bl,3.633333,320.4667,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,11,11,sc.20511,Chamber 3,40,4,2,-,11
Benedict,2012.03.08,74,33,B,B,-,1,bl,0.5166667,320.9833,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,7,7,sc.20513,Chamber 3,40,4,2,-,11
Benedict,2012.03.08,75,33,C,C,-,1,bl,2.433333,323.4167,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,9,9,sc.20515,Chamber 3,40,4,2,-,11
Benedict,2012.03.08,76,33,D,D,ABCD,1,1,0.4,323.8167,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,14,14,sc.20517,Chamber 3,40,4,2,-,11
Benedict,2012.03.08,77,34,A,A,-,1,bl,1.833333,329.55,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,8,8,sc.20511,Chamber 3,40,4,2,-,8
Benedict,2012.03.08,78,34,C,B,AC,0,0,0.6666667,330.2167,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,9,2,sc.20513,Chamber 3,40,4,2,-,8
Benedict,2012.03.08,79,35,A,A,-,1,bl,1.566667,338.6167,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,3,3,sc.20511,Chamber 3,40,4,2,-,3
Benedict,2012.03.08,80,35,B,B,-,1,bl,1.066667,339.6833,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,7,7,sc.20513,Chamber 3,40,4,2,-,3
Benedict,2012.03.08,81,35,C,C,-,1,bl,0.35,340.0333,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,10,10,sc.20515,Chamber 3,40,4,2,-,3
Benedict,2012.03.08,82,35,D,D,ABCD,1,1,0.45,340.4833,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,8,8,sc.20517,Chamber 3,40,4,2,-,3
Benedict,2012.03.08,83,36,A,A,-,1,bl,2.633333,346.75,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,2,2,sc.20511,Chamber 3,40,4,2,-,2
Benedict,2012.03.08,84,36,B,B,-,1,bl,0.4333333,347.1833,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,13,13,sc.20513,Chamber 3,40,4,2,-,2
Benedict,2012.03.08,85,36,D,C,ABD,0,0,0.7833333,347.9667,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,10,0,sc.20515,Chamber 3,40,4,2,-,2
Benedict,2012.03.08,86,37,A,A,-,1,bl,2.166667,357.65,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,2,2,sc.20511,Chamber 3,40,4,2,-,2
Benedict,2012.03.08,87,37,B,B,-,1,bl,0.5166667,358.1667,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,4,4,sc.20513,Chamber 3,40,4,2,-,2
Benedict,2012.03.08,88,37,C,C,-,1,bl,0.5833333,358.75,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,15,15,sc.20515,Chamber 3,40,4,2,-,2
Benedict,2012.03.08,89,37,D,D,ABCD,1,1,0.4833333,359.2333,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,9,9,sc.20517,Chamber 3,40,4,2,-,2
Benedict,2012.03.08,90,38,B,A,B,0,0,1.033333,364.2833,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,7,9,sc.20511,Chamber 3,40,4,2,-,9
Benedict,2012.03.08,91,39,A,A,-,1,bl,2.05,373.1,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,8,8,sc.20511,Chamber 3,40,4,2,-,8
Benedict,2012.03.08,92,39,B,B,-,1,bl,0.35,373.45,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,12,12,sc.20513,Chamber 3,40,4,2,-,8
Benedict,2012.03.08,93,39,C,C,-,1,bl,0.9,374.35,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,7,7,sc.20515,Chamber 3,40,4,2,-,8
Benedict,2012.03.08,94,39,D,D,ABCD,1,1,0.4833333,374.8333,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,0,0,sc.20517,Chamber 3,40,4,2,-,8
Benedict,2012.03.08,95,40,B,A,B,0,0,1.1,379.8667,06:25,1,20511 20513 20515 20517,4,1,off,-,-,-,-,2,4,sc.20511,Chamber 3,40,4,2,-,4
Benedict,2011.03.09,1,1,C,A,C,0,0,21.31667,80.15,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,14,3,sc.0628,Chamber 3,40,4,2,-,3
Benedict,2011.03.09,2,2,D,A,D,0,0,0.6333333,87.58333,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,13,4,sc.0628,Chamber 3,40,4,2,-,4
Benedict,2011.03.09,3,3,B,A,B,0,0,38.46667,151.35,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,0,6,sc.0628,Chamber 3,40,4,2,-,6
Benedict,2011.03.09,4,4,A,A,-,1,bl,7.733333,166.1333,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,0,0,sc.0628,Chamber 3,40,4,2,-,0
Benedict,2011.03.09,5,4,C,B,AC,0,0,13.9,180.0333,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,10,1,sc.0648,Chamber 3,40,4,2,-,0
Benedict,2011.03.09,6,5,C,A,C,0,0,2.05,192.1667,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,14,0,sc.0628,Chamber 3,40,4,2,-,0
Benedict,2011.03.09,7,6,C,A,C,0,0,15.48333,215.5,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,3,9,sc.0628,Chamber 3,40,4,2,-,9
Benedict,2011.03.09,8,7,D,A,D,0,0,6.183333,229.3333,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,11,12,sc.0628,Chamber 3,40,4,2,-,12
Benedict,2011.03.09,9,8,A,A,-,1,bl,9.983333,246.2333,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,12,12,sc.0628,Chamber 3,40,4,2,-,12
Benedict,2011.03.09,10,8,B,B,-,1,bl,1.2,247.4333,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,7,7,sc.0648,Chamber 3,40,4,2,-,12
Benedict,2011.03.09,11,8,C,C,-,1,bl,0.6,248.0333,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,6,6,sc.0668,Chamber 3,40,4,2,-,12
Benedict,2011.03.09,12,8,D,D,ABCD,1,1,0.4833333,248.5167,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,4,4,sc.0688,Chamber 3,40,4,2,-,12
Benedict,2011.03.09,13,9,B,A,B,0,0,4.366667,256.8167,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,6,7,sc.0628,Chamber 3,40,4,2,-,7
Benedict,2011.03.09,14,10,B,A,B,0,0,2.2,265.5167,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,10,4,sc.0628,Chamber 3,40,4,2,-,4
Benedict,2011.03.09,15,11,C,A,C,0,0,1.816667,273.8167,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,8,7,sc.0628,Chamber 3,40,4,2,-,7
Benedict,2011.03.09,16,12,D,A,D,0,0,2.116667,282.4333,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,6,0,sc.0628,Chamber 3,40,4,2,-,0
Benedict,2011.03.09,17,13,B,A,B,0,0,0.8833333,289.8333,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,7,0,sc.0628,Chamber 3,40,4,2,-,0
Benedict,2011.03.09,18,14,A,A,-,1,bl,1.083333,298.3833,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,10,10,sc.0628,Chamber 3,40,4,2,-,10
Benedict,2011.03.09,19,14,B,B,-,1,bl,1.016667,299.4,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,8,8,sc.0648,Chamber 3,40,4,2,-,10
Benedict,2011.03.09,20,14,C,C,-,1,bl,0.3666667,299.7667,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,5,5,sc.0668,Chamber 3,40,4,2,-,10
Benedict,2011.03.09,21,14,D,D,ABCD,1,1,0.4333333,300.2,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,3,3,sc.0688,Chamber 3,40,4,2,-,10
Benedict,2011.03.09,22,15,B,A,B,0,0,2.366667,307.7667,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,9,15,sc.0628,Chamber 3,40,4,2,-,15
Benedict,2011.03.09,23,16,A,A,-,1,bl,2.2,316.7167,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,6,6,sc.0628,Chamber 3,40,4,2,-,6
Benedict,2011.03.09,24,16,B,B,-,1,bl,0.5166667,317.2333,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,8,8,sc.0648,Chamber 3,40,4,2,-,6
Benedict,2011.03.09,25,16,C,C,-,1,bl,1.716667,318.95,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,1,1,sc.0668,Chamber 3,40,4,2,-,6
Benedict,2011.03.09,26,16,D,D,ABCD,1,1,0.4833333,319.4333,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,15,15,sc.0688,Chamber 3,40,4,2,-,6
Benedict,2011.03.09,27,17,C,A,C,0,0,1.983333,325.25,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,7,15,sc.0628,Chamber 3,40,4,2,-,15
Benedict,2011.03.09,28,18,A,A,-,1,bl,1.483333,333.3667,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,12,12,sc.0628,Chamber 3,40,4,2,-,12
Benedict,2011.03.09,29,18,D,B,AD,0,0,1.7,335.0667,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,0,2,sc.0648,Chamber 3,40,4,2,-,12
Benedict,2011.03.09,30,19,B,A,B,0,0,1.983333,343.5667,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,8,14,sc.0628,Chamber 3,40,4,2,-,14
Benedict,2011.03.09,31,20,A,A,-,1,bl,1.1,351.3,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,13,13,sc.0628,Chamber 3,40,4,2,-,13
Benedict,2011.03.09,32,20,C,B,AC,0,0,0.4,351.7,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,7,6,sc.0648,Chamber 3,40,4,2,-,13
Benedict,2011.03.09,33,21,C,A,C,0,0,1.116667,360.2833,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,0,4,sc.0628,Chamber 3,40,4,2,-,4
Benedict,2011.03.09,34,22,A,A,-,1,bl,0.6833333,367.5333,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,4,4,sc.0628,Chamber 3,40,4,2,-,4
Benedict,2011.03.09,35,22,C,B,AC,0,0,1.266667,368.8,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,15,3,sc.0648,Chamber 3,40,4,2,-,4
Benedict,2011.03.09,36,23,A,A,-,1,bl,1.266667,376.6,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,7,7,sc.0628,Chamber 3,40,4,2,-,7
Benedict,2011.03.09,37,23,C,B,AC,0,0,1.016667,377.6167,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,5,4,sc.0648,Chamber 3,40,4,2,-,7
Benedict,2011.03.09,38,24,A,A,-,1,bl,1.066667,385.3333,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,4,4,sc.0628,Chamber 3,40,4,2,-,4
Benedict,2011.03.09,39,24,B,B,-,1,bl,0.4166667,385.75,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,7,7,sc.0648,Chamber 3,40,4,2,-,4
Benedict,2011.03.09,40,24,C,C,-,1,bl,0.9833333,386.7333,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,12,12,sc.0668,Chamber 3,40,4,2,-,4
Benedict,2011.03.09,41,24,D,D,ABCD,1,1,0.3833333,387.1167,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,10,10,sc.0688,Chamber 3,40,4,2,-,4
Benedict,2011.03.09,42,25,C,A,C,0,0,3.283333,394.2667,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,8,1,sc.0628,Chamber 3,40,4,2,-,1
Benedict,2011.03.09,43,26,A,A,-,1,bl,1.416667,402.2833,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,0,0,sc.0628,Chamber 3,40,4,2,-,0
Benedict,2011.03.09,44,26,B,B,-,1,bl,0.4166667,402.7,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,7,7,sc.0648,Chamber 3,40,4,2,-,0
Benedict,2011.03.09,45,26,D,C,ABD,0,0,0.65,403.35,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,6,14,sc.0668,Chamber 3,40,4,2,-,0
Benedict,2011.03.09,46,27,A,A,-,1,bl,1.733333,411.55,08:47,1,0628 0648 0668 0688,4,1,off,-,-,-,-,5,5,sc.0628,Chamber 3,40,4,2,-,5
