Sub,Date,Press,Trial,ItemPressed,CorrectItem,Progress,PressAccuracy,TrialAccuracy,RT,SessionTime,TotalTime,ListNum,ListPics,ItemsInList,NumLists,CorrectionProcedure,ex1,ex2,ex3,ListType,PortPressed,CorrectPort,PicturePressed,Chamber,TrialsPerSession,TO,ITI,Label,Ports Used,,,,,,,,,,,,,,,
Coltrane,2011.01.20,54,26,C,C,-,1,bl,1.766667,1775.533,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,7,7,sc.3476,Chamber 1,40,4,2,-,6,8,7,9,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,55,26,A,D,ABCA,0,0,1.55,1777.083,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,6,9,sc.3477,Chamber 1,40,4,2,-,6,8,7,9,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,56,27,A,A,-,1,bl,1.033333,1788.067,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,10,10,sc.3474,Chamber 1,40,4,2,-,10,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,57,27,B,B,-,1,bl,2.266667,1790.333,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,5,5,sc.3475,Chamber 1,40,4,2,-,10,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,58,27,C,C,-,1,bl,1.116667,1791.45,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,2,2,sc.3476,Chamber 1,40,4,2,-,10,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,59,27,D,D,ABCD,1,1,1.766667,1793.217,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,1,1,sc.3477,Chamber 1,40,4,2,-,10,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,60,28,B,A,B,0,0,1.6,1798.75,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,14,7,sc.3474,Chamber 1,40,4,2,-,7,14,0,9,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,61,29,A,A,-,1,bl,11.95,1819.25,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,8,8,sc.3474,Chamber 1,40,4,2,-,8,1,2,13,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,62,29,C,B,AC,0,0,1.15,1820.4,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,2,1,sc.3475,Chamber 1,40,4,2,-,8,1,2,13,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,63,30,B,A,B,0,0,3.25,1830.317,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,15,3,sc.3474,Chamber 1,40,4,2,-,3,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,64,31,A,A,-,1,bl,2.183333,1839.4,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,4,4,sc.3474,Chamber 1,40,4,2,-,4,1,12,13,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,65,31,B,B,-,1,bl,0.6833333,1840.083,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,1,1,sc.3475,Chamber 1,40,4,2,-,4,1,12,13,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,66,31,D,C,ABD,0,0,0.8333333,1840.917,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,13,12,sc.3476,Chamber 1,40,4,2,-,4,1,12,13,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,67,32,A,A,-,1,bl,2.716667,1850.733,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,6,6,sc.3474,Chamber 1,40,4,2,-,6,7,15,8,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,68,32,B,B,-,1,bl,0.9333333,1851.667,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,7,7,sc.3475,Chamber 1,40,4,2,-,6,7,15,8,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,69,32,D,C,ABD,0,0,1.566667,1853.233,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,8,15,sc.3476,Chamber 1,40,4,2,-,6,7,15,8,0,0,0,0,0,0,0,0,0,0,0,0
