Sub,Date,Press,Trial,ItemPressed,CorrectItem,Progress,PressAccuracy,TrialAccuracy,RT,SessionTime,TotalTime,ListNum,ListPics,ItemsInList
Ebbinghaus,2012.05.23,58,24,A,A,-,1,bl,1.9,234.75,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,59,24,B,B,-,1,bl,2.083333,236.8333,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,60,24,C,C,-,1,bl,2.033333,238.8667,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,61,24,D,D,ABCD,1,1,0.8,239.6667,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,62,25,D,A,D,0,0,8.533333,251.6167,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,63,26,A,A,-,1,bl,1.283333,259.5833,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,64,26,B,B,-,1,bl,1.3,260.8833,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,65,26,C,C,-,1,bl,1.233333,262.1167,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,66,26,D,D,ABCD,1,1,0.4333333,262.55,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,67,27,A,A,-,1,bl,1.466667,267.85,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,68,27,B,B,-,1,bl,1.083333,268.9333,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,69,27,C,C,-,1,bl,0.85,269.7833,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,70,27,D,D,ABCD,1,1,0.5833333,270.3667,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,71,28,A,A,-,1,bl,1.316667,275.65,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,72,28,B,B,-,1,bl,1.4,277.05,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,73,28,C,C,-,1,bl,0.9,277.95,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,74,28,D,D,ABCD,1,1,0.3833333,278.3333,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,75,29,A,A,-,1,bl,1.45,284.45,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,76,29,B,B,-,1,bl,1.75,286.2,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,77,29,C,C,-,1,bl,0.9,287.1,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,78,29,D,D,ABCD,1,1,0.4833333,287.5833,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,79,30,A,A,-,1,bl,1.116667,292.9167,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,80,30,B,B,-,1,bl,0.8166667,293.7333,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,81,30,C,C,-,1,bl,1.266667,295,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,82,30,D,D,ABCD,1,1,0.3666667,295.3667,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,83,31,A,A,-,1,bl,1.466667,300.9667,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,84,31,B,B,-,1,bl,1,301.9667,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,85,31,C,C,-,1,bl,1.766667,303.7333,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,86,31,D,D,ABCD,1,1,0.4166667,304.15,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,87,32,A,A,-,1,bl,1.183333,309.4,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,88,32,B,B,-,1,bl,1.133333,310.5333,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,89,32,C,C,-,1,bl,0.9333333,311.4667,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,90,32,D,D,ABCD,1,1,0.55,312.0167,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,91,33,A,A,-,1,bl,1.183333,317.1667,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,92,33,B,B,-,1,bl,0.5333333,317.7,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,93,33,C,C,-,1,bl,2.15,319.85,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,94,33,D,D,ABCD,1,1,0.5166667,320.3667,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,95,34,A,A,-,1,bl,1.3,325.7667,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,96,34,B,B,-,1,bl,0.7833333,326.55,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,97,34,C,C,-,1,bl,0.9333333,327.4833,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,98,34,D,D,ABCD,1,1,0.3333333,327.8167,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,99,35,A,A,-,1,bl,1.2,333.4,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,100,35,B,B,-,1,bl,1.416667,334.8167,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,101,35,C,C,-,1,bl,0.4833333,335.3,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,102,35,D,D,ABCD,1,1,0.6,335.9,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,103,36,A,A,-,1,bl,1.233333,341.1833,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,104,36,B,B,-,1,bl,0.5333333,341.7167,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,105,36,C,C,-,1,bl,0.9,342.6167,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,106,36,D,D,ABCD,1,1,0.4333333,343.05,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,107,37,A,A,-,1,bl,1.766667,348.8833,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,108,37,B,B,-,1,bl,0.85,349.7333,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,109,37,C,C,-,1,bl,0.8,350.5333,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,110,37,D,D,ABCD,1,1,0.3166667,350.85,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,111,38,A,A,-,1,bl,1.816667,356.7333,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,112,38,B,B,-,1,bl,0.5,357.2333,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,113,38,C,C,-,1,bl,0.75,357.9833,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,114,38,D,D,ABCD,1,1,0.2833333,358.2667,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,115,39,A,A,-,1,bl,1.05,363.65,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,116,39,C,B,AC,0,0,1.833333,365.4833,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,117,40,A,A,-,1,bl,1.333333,373.7667,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,118,40,B,B,-,1,bl,0.9166667,374.6833,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,119,40,C,C,-,1,bl,1.583333,376.2667,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.23,120,40,D,D,ABCD,1,1,0.5666667,376.8333,06:19,1,20036 20037 20038 20039,4
Ebbinghaus,2012.05.16,1,1,C,A,C,0,0,2.3,4.983333,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,2,2,D,A,D,0,0,4.866667,16.46667,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,3,3,B,A,B,0,0,3.833333,27.05,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,4,4,D,A,D,0,0,4.4,38.5,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,5,5,B,A,B,0,0,8.116667,53.43333,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,6,6,D,A,D,0,0,2.533333,62.7,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,7,7,D,A,D,0,0,1.866667,71.48333,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,8,8,C,A,C,0,0,3.483333,81.71667,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,9,9,C,A,C,0,0,6.683333,94.98333,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,10,10,D,A,D,0,0,4.4,106.6333,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,11,11,A,A,-,1,bl,6.6,120.1833,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,12,11,C,B,AC,0,0,10.01667,130.1833,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,13,12,B,A,B,0,0,4.2,140.9833,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,14,13,A,A,-,1,bl,9.95,157.3667,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,15,13,C,B,AC,0,0,3.35,160.7167,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,16,14,D,A,D,0,0,3.983333,171.5167,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,17,15,A,A,-,1,bl,3.6,182.0333,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,18,15,D,B,AD,0,0,2.216667,184.25,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,19,16,D,A,D,0,0,1.266667,192.35,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,20,17,A,A,-,1,bl,3.433333,202.4833,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,21,17,B,B,-,1,bl,2,204.4833,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,22,17,C,C,-,1,bl,0.6833333,205.1667,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,23,17,A,D,ABCA,0,0,5,210.1667,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,24,18,B,A,B,0,0,2.616667,220,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,25,19,B,A,B,0,0,3.15,229.75,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,26,20,A,A,-,1,bl,4.8,241.1667,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,27,20,B,B,-,1,bl,2.55,243.7167,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,28,20,C,C,-,1,bl,7.183333,250.9,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,29,20,B,D,ABCB,0,0,5.833333,256.75,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,30,21,A,A,-,1,bl,2.45,265.8167,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,31,21,B,B,-,1,bl,3.866667,269.6833,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,32,21,D,C,ABD,0,0,4,273.6833,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,33,22,B,A,B,0,0,1.85,282.3667,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,34,23,A,A,-,1,bl,2.65,291.6167,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,35,23,D,B,AD,0,0,1.216667,292.8333,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,36,24,D,A,D,0,0,1.066667,300.7333,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,37,25,D,A,D,0,0,2.1,309.5667,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,38,26,C,A,C,0,0,4.15,320.4,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,39,27,C,A,C,0,0,5.366667,332.4833,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,40,28,A,A,-,1,bl,0.65,339.75,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,41,28,D,B,AD,0,0,3.366667,343.1167,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,42,29,D,A,D,0,0,1.083333,350.9,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,43,30,A,A,-,1,bl,1.516667,359.1833,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,44,30,D,B,AD,0,0,1.85,361.0333,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,45,31,A,A,-,1,bl,1.683333,369.45,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,46,31,C,B,AC,0,0,2.033333,371.4833,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,47,32,A,A,-,1,bl,1.916667,380.3667,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,48,32,B,B,-,1,bl,2.566667,382.9333,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,49,32,C,C,-,1,bl,2.083333,385.0167,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,50,32,B,D,ABCB,0,0,3.15,388.1667,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,51,33,D,A,D,0,0,0.5666667,395.4333,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,52,34,A,A,-,1,bl,0.7,403.4333,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,53,34,D,B,AD,0,0,1.15,404.5833,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,54,35,D,A,D,0,0,0.5333333,412.6167,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,55,36,A,A,-,1,bl,0.5833333,420.0167,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,56,36,D,B,AD,0,0,1.1,421.1167,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,57,37,D,A,D,0,0,0.5666667,429.05,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,58,38,A,A,-,1,bl,0.7,436.4667,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,59,38,D,B,AD,0,0,0.8166667,437.2833,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,60,39,A,A,-,1,bl,1,445.45,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,61,39,D,B,AD,0,0,1.05,446.5,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,62,40,A,A,-,1,bl,1.783333,454.9833,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,63,40,B,B,-,1,bl,1.133333,456.1167,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.05.16,64,40,D,C,ABD,0,0,0.8833333,457,07:42,1,20016 20017 20018 20019,4
Ebbinghaus,2012.06.01,1,1,C,A,C,0,0,6.716667,9.25,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,2,2,C,A,C,0,0,2.483333,18.65,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,3,3,D,A,D,0,0,3.033333,28.35,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,4,4,A,A,-,1,bl,2.966667,38.05,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,5,4,B,B,-,1,bl,2.216667,40.25,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,6,4,C,C,-,1,bl,1.5,41.75,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,7,4,D,D,ABCD,1,1,0.7333333,42.48333,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,8,5,A,A,-,1,bl,2.383333,48.81667,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,9,5,D,B,AD,0,0,1.616667,50.43333,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,10,6,A,A,-,1,bl,2,58.91667,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,11,6,D,B,AD,0,0,0.8833333,59.8,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,12,7,A,A,-,1,bl,1.166667,67.56667,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,13,7,B,B,-,1,bl,2.466667,70.03333,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,14,7,C,C,-,1,bl,0.6666667,70.7,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,15,7,D,D,ABCD,1,1,0.6333333,71.33333,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,16,8,A,A,-,1,bl,1.483333,76.35,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,17,8,B,B,-,1,bl,1.6,77.95,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,18,8,D,C,ABD,0,0,0.8666667,78.81667,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,19,9,A,A,-,1,bl,1.616667,87.2,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,20,9,B,B,-,1,bl,3.416667,90.61667,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,21,9,C,C,-,1,bl,1.033333,91.65,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,22,9,D,D,ABCD,1,1,0.4666667,92.11667,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,23,10,A,A,-,1,bl,1.216667,96.8,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,24,10,C,B,AC,0,0,0.8166667,97.61667,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,25,11,A,A,-,1,bl,1.316667,105.7333,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,26,11,B,B,-,1,bl,1.35,107.0833,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,27,11,C,C,-,1,bl,0.7666667,107.85,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,28,11,D,D,ABCD,1,1,0.6666667,108.5167,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,29,12,A,A,-,1,bl,0.9666667,113.3667,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,30,12,B,B,-,1,bl,1.216667,114.5833,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,31,12,C,C,-,1,bl,1.683333,116.2667,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,32,12,D,D,ABCD,1,1,0.7333333,117,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,33,13,A,A,-,1,bl,2.166667,122.55,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,34,13,B,B,-,1,bl,0.9333333,123.4833,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,35,13,C,C,-,1,bl,1.083333,124.5667,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,36,13,D,D,ABCD,1,1,0.5,125.0667,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,37,14,A,A,-,1,bl,1.3,129.8167,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,38,14,B,B,-,1,bl,1.45,131.2667,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,39,14,C,C,-,1,bl,1.883333,133.15,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,40,14,D,D,ABCD,1,1,0.9833333,134.1333,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,41,15,A,A,-,1,bl,1.116667,138.85,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,42,15,B,B,-,1,bl,1.666667,140.5167,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,43,15,C,C,-,1,bl,2.4,142.9167,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,44,15,D,D,ABCD,1,1,0.4833333,143.4,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,45,16,A,A,-,1,bl,1.45,148.6333,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,46,16,B,B,-,1,bl,1.1,149.7333,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,47,16,C,C,-,1,bl,0.9833333,150.7167,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,48,16,D,D,ABCD,1,1,0.4166667,151.1333,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,49,17,A,A,-,1,bl,2.016667,156.6667,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,50,17,B,B,-,1,bl,1.083333,157.75,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,51,17,C,C,-,1,bl,0.8,158.55,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,52,17,D,D,ABCD,1,1,0.4333333,158.9833,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,53,18,A,A,-,1,bl,1.233333,163.65,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,54,18,B,B,-,1,bl,1.233333,164.8833,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,55,18,C,C,-,1,bl,1.433333,166.3167,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,56,18,D,D,ABCD,1,1,0.45,166.7667,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,57,19,A,A,-,1,bl,1.3,171.6667,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,58,19,B,B,-,1,bl,0.85,172.5167,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,59,19,C,C,-,1,bl,0.75,173.2667,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,60,19,D,D,ABCD,1,1,0.5333333,173.8,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,61,20,A,A,-,1,bl,4.733333,182.3333,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,62,20,B,B,-,1,bl,1.366667,183.7,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,63,20,C,C,-,1,bl,1.466667,185.1667,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,64,20,D,D,ABCD,1,1,0.8666667,186.0333,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,65,21,A,A,-,1,bl,1.716667,191.85,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,66,21,B,B,-,1,bl,0.4,192.25,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,67,21,C,C,-,1,bl,1.383333,193.6333,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,68,21,D,D,ABCD,1,1,0.3666667,194,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,69,22,A,A,-,1,bl,1.283333,199.6,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,70,22,B,B,-,1,bl,1.333333,200.9333,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,71,22,C,C,-,1,bl,0.4333333,201.3667,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,72,22,D,D,ABCD,1,1,0.4833333,201.85,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,73,23,A,A,-,1,bl,1.25,206.8833,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,74,23,B,B,-,1,bl,0.9833333,207.8667,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,75,23,C,C,-,1,bl,1.15,209.0167,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,76,23,D,D,ABCD,1,1,0.4333333,209.45,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,77,24,A,A,-,1,bl,0.9333333,214.5667,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,78,24,B,B,-,1,bl,1.316667,215.8833,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,79,24,C,C,-,1,bl,1,216.8833,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,80,24,D,D,ABCD,1,1,0.3833333,217.2667,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,81,25,A,A,-,1,bl,0.95,222.4333,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,82,25,B,B,-,1,bl,0.8833333,223.3333,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,83,25,C,C,-,1,bl,0.8,224.1167,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,84,25,D,D,ABCD,1,1,0.4,224.5167,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,85,26,A,A,-,1,bl,1.516667,230.0667,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,86,26,B,B,-,1,bl,0.7666667,230.8333,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,87,26,C,C,-,1,bl,0.9833333,231.8167,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,88,26,D,D,ABCD,1,1,0.9333333,232.75,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,89,27,A,A,-,1,bl,1.05,237.8333,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,90,27,C,B,AC,0,0,0.9333333,238.7667,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,91,28,A,A,-,1,bl,1.266667,246.7833,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,92,28,B,B,-,1,bl,1.266667,248.05,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,93,28,C,C,-,1,bl,0.5833333,248.6333,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,94,28,D,D,ABCD,1,1,0.8166667,249.45,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,95,29,A,A,-,1,bl,1.95,256.2833,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,96,29,B,B,-,1,bl,0.5166667,256.8,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,97,29,C,C,-,1,bl,1.283333,258.0833,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,98,29,D,D,ABCD,1,1,0.5333333,258.6167,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,99,30,A,A,-,1,bl,1.516667,264.2,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,100,30,B,B,-,1,bl,1.733333,265.9333,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,101,30,C,C,-,1,bl,0.6166667,266.55,05:47,1,20057 20058 20059 20060,4
Ebbinghaus,2012.06.01,102,30,D,D,ABCD,1,1,0.6,267.15,05:47,1,20057 20058 20059 20060,4
