sex,status,age_pr,age,origin,sample,Dom,Ext,Con,Agr,Neu,Opn
1,1,3.140314853,9.153793575,CAPTIVE,2,3.375,6.055555556,4.833333333,4,4.166666667,4.25
1,0,25.498517,34.29391661,CAPTIVE,4,4.2,4.166666667,4.19047619,3.222222222,4.133333333,5.166666667
0,0,39.65229295,61.17566644,CAPTIVE,2,3.708333333,3.166666667,5.444444444,4.2,3.666666667,2.75
0,1,37.92754614,51.22077922,CAPTIVE,6,3.916666667,3.555555556,5.333333333,4.4,3.666666667,3.5
0,0,22.65229295,31.71018455,WILD,4,3.233333333,2.975,5.875,3.625,4.5,2
1,0,4.673511294,15.78947368,CAPTIVE,2,3.25,6.177777778,5.688888889,5.08,4.6,5.1
1,0,28,32.71086808,CAPTIVE,4,4.3,3.1,4.285714286,2.5,3.2,4.125
1,0,30.63563769,38.44429255,CAPTIVE,4,4.022222222,4.033333333,4.928571429,3.833333334,3.8,2.75
0,1,26.53725222,29.14285714,CAPTIVE,3,3.75,4.225,5.196428571,4.833333333,3.45,4.3125
0,0,12.72453862,31.04853042,CAPTIVE,6,3.166666667,4.333333333,5.111111111,4.4,3.5,3.5
1,0,32.36504677,42.55639098,WILD,4,4.777777778,3.7,3.30952381,2.833333333,4.266666667,3.583333333
1,0,12.28473648,24.31442242,CAPTIVE,2,4.916666667,5.037037037,4.851851852,4.133333333,4.333333333,4.5
1,0,8.405201916,30.39507861,CAPTIVE,2,4.702380953,4.46031746,4.19047619,3.857142857,4.380952381,5.071428572
0,0,29.39174082,39.55980861,WILD,4,3.822222222,3.666666667,5.071428571,4.166666667,2.933333333,3.75
1,0,24.5284052,34.70676692,CAPTIVE,4,3.555555556,3.666666667,4.523809524,4.055555555,3.6,4
0,0,12.46479836,27.1442242,CAPTIVE,6,5.666666667,4.777777778,3.555555556,3.8,4.666666667,5.5
0,0,29.42642026,39.55980861,WILD,4,3.622222222,4.2,5,4.277777778,3,3.833333333
1,0,28.36960986,38.56185919,WILD,4,4.822222222,3.833333333,3.357142857,2.888888889,4.133333333,3.75
1,1,2.672142368,15.30280246,CAPTIVE,2,3.416666667,5.740740741,5.703703704,3.866666667,3.777777778,4.166666667
1,0,6.30618298,16.42105263,CAPTIVE,4,4.266666667,4.533333333,4.642857143,3.277777778,3.933333333,5
0,1,33.39712919,35.316473,CAPTIVE,6,5.333333333,3.444444444,6.888888889,4.2,2.666666667,1.5
0,0,36.83048141,45.53110048,CAPTIVE,4,4.288888889,3.533333333,5.214285714,2.944444445,3.133333334,2.916666667
0,0,21.27583847,33.47368421,CAPTIVE,2,3.729166667,4.111111111,4.361111111,3.9,5.416666667,5.375
1,1,14.28336756,16.40738209,CAPTIVE,2,4.472222222,4.907407407,4.759259259,4.666666667,3.777777778,3.583333333
0,1,37.18275154,46.27751196,CAPTIVE,2,3.777777778,3.148148148,4.851851852,3.4,4.555555555,3.166666667
0,0,6.473191878,15.49145591,CAPTIVE,4,2.866666667,5.033333333,5.880952381,3.388888889,4.6,4.083333333
1,0,32.30572667,42.55639098,WILD,4,4.266666667,4,4.690476191,3.777777778,3.466666667,3.833333333
0,0,16.85489391,25.92481203,CAPTIVE,4,5.55,4.2,4.607142857,3.25,4.15,3.8125
0,1,7.764544832,26.1872864,CAPTIVE,2,4.194444445,5.111111111,4.703703704,4.2,4.555555555,4
1,1,21.52016405,38.08339029,CAPTIVE,6,5.25,3.777777778,2.666666667,3.2,6.333333333,4
0,0,27.13483915,46.19548872,CAPTIVE,2,5.861111111,3.740740741,4.407407407,4.2,3.555555556,2.833333333
0,0,3.349282297,20.51674641,CAPTIVE,6,4.166666667,6.222222222,6.333333333,4.6,2.666666667,5.5
0,1,38.50239562,43.23171565,WILD,2,4.611111111,3.518518519,4.777777778,4.066666666,4.555555555,2.666666667
0,1,25.229295,37.54750513,WILD,2,5.135416667,4.263888889,5.833333333,5.2,2.791666667,3.375
1,1,11.79739904,15.23718387,CAPTIVE,2,4.208333333,4.916666667,4.75,4.7,4.333333333,5
0,1,31.04449008,37.74709501,CAPTIVE,2,3.916666667,4.407407407,5.740740741,5.533333333,3.333333333,3.666666667
0,0,21.39904175,44.19958988,CAPTIVE,2,5.347222222,4.388888889,4.185185185,4.233333333,4.444444444,4.416666667
0,0,37.82249601,45.69241285,WILD,4,3.711111111,3.266666667,4.190476191,3.111111111,4.666666667,3.666666667
