"","ID","lower.face","face.height","lffh"
"325","Beta",129.139459500185,439.072886887815,0.294118501407674
"326","Betty",108.664621657649,417.479340806225,0.260287422720844
"327","Bischk",82.0060973342836,405.46393181145,0.202252508547217
"328","Cheopi",100.044989879554,396.50472884948,0.252317267866766
"329","Dahpi",77.0259696466069,375.767215174501,0.204983209114816
"330","Eesha",107.018689956474,387.129177407232,0.276441808579823
"331","Eniga",94.0053189984482,406.123134036957,0.231469993014222
"332","Hannah",118.038129432824,389.104099181697,0.303358740452909
"333","Hodari",82.1522975941635,406.542740680485,0.20207542620649
"334","Jana",74.0607858451421,352.090897354646,0.210345641996373
"335","Jane",93.0215028904608,434.018432788286,0.214326157285206
"336","Jessie",97.0206163658013,394.081209904761,0.246194474456797
"337","Judy",111.449540151586,409.646188801995,0.272062924538658
"338","Junie",69.1158447825099,382.04973498224,0.180907977297047
"339","Kampani",88.0511215147201,378.1071276768,0.232873477037399
"340","Kaya",79.0253124005214,367.021797717792,0.215315038212757
"341","Kiht",96.0052081920559,401.06109260311,0.239378014877805
"342","Lexus",106.018866245589,409.591259672371,0.258840645990327
"343","Lulu",96.0208310732624,398,0.24125836953081
"344","Mae",101.123686641657,412.030338688791,0.245427768652823
"345","Maishpa",81.6149496109628,381.083980245825,0.214165259737016
"346","Melissa",116.10770861575,398.553635035487,0.291322668793153
"347","Michon",84.0951841665146,406.030787010049,0.207115289916262
"348","Monique",77.0064932327138,369.109739779378,0.208627638161869
"349","Muffin",74.4311762637136,388.020618008889,0.191822735208387
"350","Nahja",83.0240928887513,377.033155040774,0.220203692377591
"351","Nina",80.3990049689671,396.213326378606,0.202918477537883
"352","Oki",98.0204060387428,388.289840196727,0.252441336062465
"353","Pahstihl",102.591422643416,383.575285960918,0.267460981972308
"354","Pepper",114.58621208505,405.191312838763,0.282795332610319
"355","Sindee",91.0219753685889,392.045915678253,0.232171722057396
"356","Sophie2",80.3056660516554,407.001228499374,0.197310623232625
"357","Taffy",79.0253124005214,385.10518043776,0.205204490655491
"358","Tanya",93.3434518324665,290.043100245464,0.321826141540585
"359","Tasha",89.0224690738243,372.012096577517,0.239299931085102
"360","Tina",109.041276588272,393,0.277458719054127
"361","Tuppence",85.0940655980192,382.378085146102,0.222539075599758
"362","Xena",81.3941029804985,393.127205876164,0.207042661418192
"363","Magic",92.0217365626187,407.060192109226,0.226064199709134
"364","Gage",107,439.018222856409,0.243725646065031
"365","Kiht",96.0052081920559,401.06109260311,0.239378014877805
"366","Maishpa",81.6149496109628,381.083980245825,0.214165259737016
"367","Chester ",NA,NA,NA
"368","Cesar",NA,NA,NA
"369","Austin",NA,NA,NA
"370","Dahpi",NA,NA,NA
"371","Taffy",NA,NA,NA
"372","Tasha",NA,NA,NA
"373","Beta",145.279041847061,456.316775935314,0.318373221210817
"374","Punch",98.2496819333274,404.030939409348,0.243173659118677
"375","Lexus",120.01666550942,443.072228874706,0.270873816249402
"376","Austin",71.175838597097,386.186483450677,0.184304323551467
"377","Dahpi",95.0473566176356,418.119600114608,0.227320978475017
"378","Nina",2.23606797749979,411.043793287285,0.00543997504406293
"379","Michon",100.124921972504,414.146109483115,0.241762314506509
"380","Xena",86.9770084562581,457.280001749475,0.190205143727036
"381","Alpha",123.036579926459,452.004424757103,0.272202158181474
"382","Gremlin",106.169675519896,399.452124790944,0.265788235762823
"383","Bo2",109.457754407808,419.010739719163,0.261228994944547
"384","Samson",77.4144689318476,376.085096753381,0.205842958415904
"385","Kampani",74.0067564483136,403.001240692879,0.183639028805653
"386","Mahsho",86.7006343690748,400.019999500025,0.216740749156142
"387","Cheopi",112.040171367238,414.120755335929,0.270549519490643
"388","Maishpa",108.115678788971,420.001190474503,0.257417553190327
"389","",NA,NA,NA
"390","",NA,NA,NA
"391","",NA,NA,NA
"392","",NA,NA,NA
"393","",NA,NA,NA
"394","",NA,NA,NA
"395","",NA,NA,NA
"396","",NA,NA,NA
"397","",NA,NA,NA
"398","",NA,NA,NA
"399","DO NOT USE",NA,NA,NA
"400","Maishpa",82.1522975941635,381.001312333698,0.215622085632637
"401","Magic",95.1892851112981,406.078810084939,0.234410864953499
"402","Gage",111.004504413109,448.027900916896,0.247762481278369
"403","Kiht",99.0807751281751,408.001225488356,0.242844307660058
